stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
fungibl,24.325666301569917,96,18,0.0262869660460021,0.0010806267635228,fungible,environmental,0.557,model
crayfish,24.325666301569917,48,9,0.013143483023001,0.0005403133817614,crayfish,environmental,0.797,model
peer-to-p,24.32566630156991,160,30,0.0438116100766703,0.0018010446058714,"peer-to-p, peer-to-peer",environmental,0.506,model
rodent,24.32566630156991,64,12,0.0175246440306681,0.0007204178423485,"rodent, rodents",environmental,0.753,model
polyhydr,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,polyhydric,environmental,0.567,model
colorect,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,colorectal,environmental,0.622,model
lanthanum,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,lanthanum,environmental,0.584,model
polyphosph,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,"polyphosphate, polyphosphates",environmental,0.728,model
basement,24.32566630156991,32,6,0.008762322015334,0.0003602089211742,"basement, basements",environmental,0.588,model
unesco,24.274128872964894,314,59,0.0859802847754655,0.003542054391547,unesco,environmental,0.974,model
tuner,24.25655929503136,117,22,0.0320372398685651,0.0013207660443056,"tuner, tuners",environmental,0.707,model
sepa,24.208715982812368,69,13,0.018893756845564,0.0007804526625442,"sepa, sepas",environmental,0.567,model
mule,24.208715982812368,69,13,0.018893756845564,0.0007804526625442,"mule, mules",environmental,0.615,model
dataset,24.204729040127457,467,88,0.1278751369112815,0.0052830641772227,"dataset, datasets",environmental,0.52,model
crossbord,24.10847285244876,37,7,0.01013143483023,0.0004202437413699,crossborder,environmental,0.523,model
siren,24.10847285244876,37,7,0.01013143483023,0.0004202437413699,"siren, sirene, sirens",environmental,0.55,model
acetaldehyd,24.10847285244876,37,7,0.01013143483023,0.0004202437413699,"acetaldehyde, acetaldehydes",environmental,0.645,model
regio,24.082409638554218,132,25,0.036144578313253,0.0015008705048928,regio,environmental,0.769,model
ingot,24.04923827541571,174,33,0.0476451259583789,0.0019811490664585,"ingot, ingots",environmental,0.517,model
soya-bean,24.04923827541571,58,11,0.0158817086527929,0.0006603830221528,soya-bean,environmental,0.605,model
horsehair,24.021595472800293,158,30,0.0432639649507119,0.0018010446058714,horsehair,environmental,0.652,model
n-acetylanthranil,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"n-acetylanthranilic, n-acetylanthranillic",environmental,0.642,model
home-bas,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,home-based,environmental,0.717,model
verohallinto,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,verohallinto,environmental,0.567,model
sellafield,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,sellafield,environmental,0.506,model
metrológiu,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,metrológiu,environmental,0.637,model
sub-stat,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"sub-state, sub-station, sub-stations",environmental,0.512,model
ecuadorian,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"ecuadorian, ecuadorians",environmental,0.916,model
ergotamin,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"ergotamin, ergotamine",environmental,0.565,model
girond,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,gironde,environmental,0.6,model
erfgoedinspecti,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,erfgoedinspectie,environmental,0.694,model
splitter,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"splitter, splitters",environmental,0.54,model
apatrid,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,apatrides,environmental,0.506,model
walker,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"walker, walkers",environmental,0.68,model
tain,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"tain, tained, taining",environmental,0.511,model
kultūro,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,kultūros,environmental,0.76,model
neurotoxicity,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,neurotoxicity,environmental,0.506,model
eu-osha,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,eu-osha,environmental,0.579,model
ammet,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"ammeter, ammeters",environmental,0.614,model
incurs,23.945577765607887,21,4,0.0057502738225629,0.0002401392807828,"incursion, incursions",environmental,0.516,model
cobalt,23.75553349762687,125,24,0.0342278203723986,0.0014408356846971,"cobalt, cobaltous",environmental,0.591,model
theatr,23.717524644030668,104,20,0.0284775465498357,0.0012006964039142,"theatre, theatres",environmental,0.533,model
geo,23.717524644030668,78,15,0.0213581599123767,0.0009005223029357,"geo, geos",environmental,0.992,model
oscil,23.717524644030668,52,10,0.0142387732749178,0.0006003482019571,"oscile, oscillate, oscillates, oscillation, oscillations, oscillator, oscillators",environmental,0.552,model
ture,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,"ture, tures",environmental,0.533,model
fluoropolym,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,"fluoropolymer, fluoropolymers",environmental,0.605,model
sveikato,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,sveikatos,environmental,0.609,model
archaeology,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,archaeology,environmental,0.625,model
technology-driven,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,technology-driven,environmental,0.506,model
otter,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,"otter, otters",environmental,0.851,model
bioinformat,23.717524644030668,26,5,0.0071193866374589,0.0003001741009785,"bioinformatic, bioinformatics",environmental,0.717,model
fighter,23.674085954206436,109,21,0.0298466593647316,0.0012607312241099,"fighter, fighters",environmental,0.593,model
midwiv,23.634596236184407,57,11,0.0156078860898138,0.0006603830221528,midwives,environmental,0.512,model
pigeon,23.634596236184407,57,11,0.0156078860898138,0.0006603830221528,"pigeon, pigeons",environmental,0.763,model
alkalin,23.62396438902463,202,39,0.0553121577217962,0.0023413579876328,"alkaline, alkalines, alkalinization",environmental,0.611,model
recreat,23.59472680933524,538,104,0.1473165388828039,0.0062436213003542,"recreat, recreate, recreated, recreating, recreation, recreational",environmental,0.631,model
childhood,23.565489229645856,155,30,0.0424424972617743,0.0018010446058714,childhood,environmental,0.662,model
cold-form,23.565489229645856,31,6,0.0084884994523548,0.0003602089211742,"cold-formed, cold-forming",environmental,0.509,model
tripod,23.565489229645856,31,6,0.0084884994523548,0.0003602089211742,"tripod, tripods",environmental,0.568,model
drier,23.507014070267083,67,13,0.0183461117196056,0.0007804526625442,"drier, driers",environmental,0.512,model
greenfield,23.507014070267083,67,13,0.0183461117196056,0.0007804526625442,"greenfield, greenfields",environmental,0.819,model
irrig,23.48606774451946,345,67,0.0944687842278203,0.0040223329531128,"irrigable, irrigate, irrigation, irrigational, irrigations, irrigator, irrigators",environmental,0.597,model
country-level,23.45689250508528,72,14,0.0197152245345016,0.0008404874827399,country-level,environmental,0.525,model
macrocephalu,23.45689250508528,36,7,0.0098576122672508,0.0004202437413699,macrocephalus,environmental,0.559,model
eu-centr,23.45689250508528,36,7,0.0098576122672508,0.0004202437413699,"eu-central, eu-centred, eu-centres",environmental,0.517,model
tweed,23.45689250508528,36,7,0.0098576122672508,0.0004202437413699,"tweed, tweede",environmental,0.663,model
isobutyl,23.45689250508528,36,7,0.0098576122672508,0.0004202437413699,isobutyl,environmental,0.751,model
iot,23.413453815261043,77,15,0.0210843373493975,0.0009005223029357,"iot, iots",environmental,0.565,model
observatory,23.384494688711555,646,126,0.1768893756845564,0.0075643873446599,observatory,environmental,0.511,model
vehicular,23.37544496166484,41,8,0.0112267250821467,0.0004802785615657,vehicular,environmental,0.513,model
salicyl,23.37544496166484,41,8,0.0112267250821467,0.0004802785615657,"salicylate, salicylates, salicylic",environmental,0.544,model
bison,23.37544496166484,41,8,0.0112267250821467,0.0004802785615657,"bison, bisons",environmental,0.825,model
arget,23.37544496166484,41,8,0.0112267250821467,0.0004802785615657,"arget, argeted, argets",environmental,0.662,model
community-bas,23.348295780524698,215,42,0.0588718510405257,0.0025214624482199,community-based,environmental,0.691,model
phthalat,23.31209687233784,92,18,0.0251916757940854,0.0010806267635228,"phthalate, phthalates",environmental,0.57,model
ispra,23.31209687233784,92,18,0.0251916757940854,0.0010806267635228,ispra,environmental,0.511,model
urop,23.31209687233784,46,9,0.0125958378970427,0.0005403133817614,"urop, urope",environmental,0.701,model
carbonyl,23.31209687233784,46,9,0.0125958378970427,0.0005403133817614,"carbonyl, carbonylic, carbonyls",environmental,0.548,model
mower,23.26141840087623,51,10,0.0139649507119386,0.0006003482019571,"mower, mowers",environmental,0.68,model
fao,23.2199541969531,392,77,0.1073384446878422,0.0046226811550699,fao,environmental,0.535,model
livelihood,23.198507194923895,295,58,0.0807776560788609,0.0034820195713513,"livelihood, livelihoods",environmental,0.563,model
aerodynam,23.18540069368382,61,12,0.0167031763417305,0.0007204178423485,"aerodynamic, aerodynamics",environmental,0.765,model
ecory,23.170197152245343,127,25,0.034775465498357,0.0015008705048928,ecorys,environmental,0.977,model
empact,23.131102331403536,71,14,0.0194414019715224,0.0008404874827399,empact,environmental,0.666,model
meteorology,23.131102331403536,71,14,0.0194414019715224,0.0008404874827399,meteorology,environmental,0.962,model
furan,23.058704515029817,91,18,0.0249178532311062,0.0010806267635228,"furan, furanes, furans",environmental,0.563,model
decitex,22.987754654983572,126,25,0.0345016429353778,0.0015008705048928,decitex,environmental,0.507,model
mortar,22.8053121577218,90,18,0.024644030668127,0.0010806267635228,"mortar, mortars",environmental,0.607,model
chimnei,22.805312157721797,60,12,0.0164293537787513,0.0007204178423485,"chimney, chimneys",environmental,0.79,model
upu,22.805312157721797,40,8,0.0109529025191675,0.0004802785615657,upu,environmental,0.565,model
south-western,22.805312157721797,40,8,0.0109529025191675,0.0004802785615657,south-western,environmental,0.534,model
ecol,22.805312157721797,40,8,0.0109529025191675,0.0004802785615657,"ecol, ecole, ecoles, ecolizer",environmental,0.979,model
ctenopharyngodon,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,ctenopharyngodon,environmental,0.773,model
pore,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,"pore, pores",environmental,0.564,model
hypophthalmichthy,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,hypophthalmichthys,environmental,0.646,model
régie,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,régie,environmental,0.764,model
coalfish,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,coalfish,environmental,0.905,model
nano-electron,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,"nano-electronic, nano-electronics",environmental,0.576,model
idellu,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,idellus,environmental,0.668,model
opec,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,opec,environmental,0.93,model
eiti,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,eiti,environmental,0.808,model
boul,22.805312157721797,30,6,0.0082146768893756,0.0003602089211742,"boule, boules",environmental,0.546,model
regional-level,22.805312157721797,20,4,0.0054764512595837,0.0002401392807828,regional-level,environmental,0.556,model
data-set,22.805312157721797,20,4,0.0054764512595837,0.0002401392807828,"data-set, data-sets",environmental,0.504,model
plasmid,22.805312157721797,20,4,0.0054764512595837,0.0002401392807828,"plasmid, plasmids",environmental,0.642,model
ergometrin,22.805312157721797,20,4,0.0054764512595837,0.0002401392807828,ergometrine,environmental,0.857,model
foliag,22.805312157721794,150,30,0.0410733844468784,0.0018010446058714,foliage,environmental,0.8,model
noodl,22.805312157721794,140,28,0.0383351588170865,0.0016809749654799,"noodle, noodles",environmental,0.575,model
norvegicu,22.805312157721794,35,7,0.0095837897042716,0.0004202437413699,norvegicus,environmental,0.872,model
ovoid,22.805312157721794,35,7,0.0095837897042716,0.0004202437413699,"ovoid, ovoids",environmental,0.59,model
gizzard,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"gizzard, gizzards",environmental,0.659,model
endocarp,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,endocarp,environmental,0.695,model
seco,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"seco, secos",environmental,0.677,model
water-born,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,water-borne,environmental,0.779,model
famin,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"famine, famines",environmental,0.522,model
region-to-reg,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,region-to-region,environmental,0.644,model
myrtillu,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,myrtillus,environmental,0.554,model
nourish,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"nourish, nourished, nourishes, nourishing, nourishment",environmental,0.567,model
ava,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"ava, avas",environmental,0.597,model
phenylenediamin,22.805312157721794,25,5,0.0068455640744797,0.0003001741009785,"phenylenediamine, phenylenediamines",environmental,0.54,model
inhabit,22.768823658269444,624,125,0.1708652792990142,0.0075043525244641,"inhabit, inhabitable, inhabitant, inhabitants, inhabited, inhabiting, inhabits",environmental,0.662,model
compost,22.5714115202067,193,39,0.0528477546549835,0.0023413579876328,"compost, compostable, composted, composters, composting, composts",environmental,0.864,model
lime,22.56525624027209,282,57,0.0772179627601314,0.0034219847511556,"lime, limes",environmental,0.578,model
episod,22.52024575575027,79,16,0.0216319824753559,0.0009605571231314,"episode, episodes, episodic",environmental,0.591,model
cite,22.50622609663692,301,61,0.082420591456736,0.0036621240319385,"cite, cites",environmental,1.0,known_acronym
crystallin,22.47952198404006,138,28,0.0377875136911281,0.0016809749654799,crystalline,environmental,0.515,model
tetrachlorid,22.47952198404006,69,14,0.018893756845564,0.0008404874827399,tetrachloride,environmental,0.573,model
hydrochlorofluorocarbon,22.425223621759763,59,12,0.0161555312157721,0.0007204178423485,"hydrochlorofluorocarbon, hydrochlorofluorocarbons",environmental,0.675,model
